_id	model.x	model.y	clust_4	lemma	newspaper	country	formality	_cws.model	_ctxt.model	in_concept
briljant/adj/parool_20040629_123/33	-27.5631762722172	11.7812660885004	1	briljant	parool	Netherlands	popular	bol_DIM/noun;koraal/noun;karaat/noun	<small>Maar dan heb je ook wel twee rijen collier geelgoud , zeventig bolletjes amethist ,</small> veertig <u>bolletjes</u><sup>4.914</sup> <u>koraal</u><sup>9.269</sup> en 47 <span class='target'>briljanten</span> van totaal 2,93 <u>karaat</u><sup>49.197</sup> . <small>Als dat geen genieten is . Smaakjeswodka Van de dubbele graanjenever moeten ze het bij</small>	no
geniaal/adj/parool_20030509_40/285	-12.9083580134608	-42.6548704481782	1	geniaal	parool	Netherlands	popular	scharlaken_rood/noun;roman/noun;van/prep;kolos/noun;Victoriaans/adj	<small>The Hundred and Ninety-Nine Steps en The Courage Consort , en nu is er dus</small> Lelieblank , <u>scharlakenrood</u><sup>12.541</sup> . Een <span class='target'>geniale</span> <u>kolos</u><sup>3.96</sup> <u>van</u><sup>4.05</sup> een <u>Victoriaanse</u><sup>3.514</sup> <u>roman</u><sup>9.267</sup> <small>, waarin het verhaal wordt vertelt van Sugar , een verbitterd negentienjarig hoertje in het</small>	yes
briljant/adj/algemeen_dagblad_20000320_37/115	-30.9619816749224	-6.7552511068521	1	briljant	algemeen_dagblad	Netherlands	popular	niet/adv;in/prep;vorm/noun;win/verb;72-67/noun;met/prep	<small>belemmerde . Maar de beslissende winst bleef in de kop van Noord-Holland uit . Den</small> Helder , ook <u>niet</u><sup>5.714</sup> <u>in</u><sup>63.223</sup> <span class='target'>briljante</span> <u>vorm</u><sup>3.481</sup> , <u>won</u><sup>1.476</sup> <u>met</u><sup>88.375</sup> <u>72-67</u><sup>11.449</sup> <small>van Almere , dat op een sterke openingsfase na ( 0-12 ) geen moment de</small>	no
briljant/adj/de_standaard_19991020_01_22/389	-2.99316084729296	30.9722901544954	1	briljant	de_standaard	Belgium	quality	hoogtepunt/noun;als/prep;absoluut/adj;animatiefilm/noun;Dreamworks/name	<small>virtuoze sequentie volgt na de andere . Met de doortocht van de engel der wrake</small> <u>als</u><sup>272.772</sup> <u>absoluut</u><sup>12.133</sup> <u>hoogtepunt</u><sup>11.289</sup> . Een <span class='target'>briljante</span> <u>animatiefilm</u><sup>11.851</sup> . <u>DreamWorks</u><sup>13.304</sup> , te <small>huur .</small>	yes
briljant/adj/het_laatste_nieuws_20040218_01_308/13	-50.4056306573066	36.0778354149028	4	briljant	het_laatste_nieuws	Belgium	popular	Petrus/name;Ludovica/name;vier/verb;voor/prep;bruiloft/noun	<small>Petrus en Ludovica vieren</small> <u>Petrus</u><sup>6.585</sup> en <u>Ludovica</u><sup>10.677</sup> <u>vieren</u><sup>295.914</sup> <span class='target'>briljanten</span> <u>bruiloft</u><sup>254.691</sup> Ludovica Van de <u>Voor</u><sup>18.664</sup> <small>( 86 ) en Petrus Van Den Wijngaert ( 88 ) trouwden op 11 februari</small>	no
briljant/adj/parool_19990612_19/117	22.0598514427628	32.5935456274972	2	briljant	parool	Netherlands	popular	ben/verb;gebeur/verb;er/adv;met/prep;Freek/name	<small>me bedroefd . Ontredderd . Alsof je je vader ziet vervagen achter Alzheimer . Wat</small> <u>was</u><sup>336.212</sup> <u>er</u><sup>68.926</sup> <u>gebeurd</u><sup>17.877</sup> <u>met</u><sup>88.375</sup> de <span class='target'>briljante</span> en kritische <u>Freek</u><sup>3.843</sup> waar we <small>jarenlang naartoe gingen , voor thuis bleven , die ons bij de les hield ,</small>	yes
briljant/adj/het_laatste_nieuws_20030823_01_204/37	-52.0852777680107	20.6206295613521	4	briljant	het_laatste_nieuws	Belgium	popular	Joanna/name;Adri/name;geboren/verb;huwelijk_jubileum/noun;word/verb	<small>65 jaar lief en leed KNOKKE-HEIST Onlangs vierden Adrianus ( Adri voor de vrienden )</small> Dousi en <u>Joanna</u><sup>3.001</sup> Audriffet hun <span class='target'>briljanten</span> <u>huwelijksjubileum</u><sup>315.957</sup> . <u>Adri</u><sup>1.703</sup> <u>werd</u><sup>81.253</sup> <u>geboren</u><sup>7.771</sup> <small>op 3 juli 1917 in Rotterdam . Na zijn schoolperiode kwam hij naar Antwerpen .</small>	no
briljant/adj/nrc_handelsblad_20020517_4098/19	-6.65722742580262	-35.2213050299465	1	briljant	nrc_handelsblad	Netherlands	quality	film/noun;Machiavellistische/adj;chimpansee/noun;macht_politiek/noun	<small>Het is de jaloerse verzuchting van een bavianenonderzoeker na het zien van een film over</small> van een <u>film</u><sup>212.946</sup> over de <span class='target'>briljante</span> <u>Machiavellistische</u><sup>25.454</sup> <u>machtspolitiek</u><sup>11.552</sup> van <u>chimpansees</u><sup>5.475</sup> . <small></small>	yes
briljant/adj/het_laatste_nieuws_19990201_01_146/78	-40.6769604236505	-12.7893085822338	3	briljant	het_laatste_nieuws	Belgium	popular	collectie/noun;ring/noun;duur/adj;met/prep;	<small>. andquot; De dief was goed op de hoogte . Hij deed een greep in</small> een <u>collectie</u><sup>2.049</sup> <u>dure</u><sup>3.315</sup> <u>ringen</u><sup>62.396</sup> <u>met</u><sup>88.375</sup> <span class='target'>briljanten</span> . Onmiddellijk daarna snelde hij <small>naar de deur die door zijn kompaan werd opengehouden . We konden enkel verbouwereerd toekijken</small>	no
briljant/adj/het_laatste_nieuws_20030712_01_41/13	-51.714543909886	35.6572444137703	4	briljant	het_laatste_nieuws	Belgium	popular	Frans/name;Marie/name;vier/verb;MOL/name;man/noun;met/prep;bruiloft/noun	<small>Frans en Marie vieren</small> <u>Frans</u><sup>3.017</sup> en <u>Marie</u><sup>4.173</sup> <u>vieren</u><sup>295.914</sup> <span class='target'>briljanten</span> <u>bruiloft</u><sup>254.691</sup> <u>met</u><sup>88.375</sup> 150 <u>man</u><sup>27.998</sup> <u>MOL</u><sup>2.157</sup> <small>Frans Haesen ( 87 ) en Marie Sauvillers ( 88 ) uit Stokt in Mol-Millegem</small>	no
briljant/adj/parool_20020629_189/13	-10.3311909741268	-31.7893724538955	1	briljant	parool	Netherlands	popular	Anderson/name;minuut/noun;Brits/adj	<small>( GB 1969 , Lindsay Anderson , 111 minuten )</small> <u>Anderson</u><sup>17.56</sup> , 111 <u>minuten</u><sup>17.998</sup> ) <span class='target'>Briljant</span> <u>Brits</u><sup>1.853</sup> kostschooldrama , waarin een <small>schoolleiding probeert om de revolutionaire geest van de sixties buiten de deur te houden .</small>	yes
briljant/adj/algemeen_dagblad_19991014_142/32	2.82522024820105	21.5413629885054	1	briljant	algemeen_dagblad	Netherlands	popular	sub_topper/noun;als/prep;spel/noun;ben/verb	<small>de nieuwe trainer Fred Rutten . De Enschedese club krijgt langzaam maar zeker weer gestalte</small> <u>als</u><sup>272.772</sup> <u>subtopper</u><sup>2.039</sup> , ook zonder <span class='target'>briljant</span> <u>spel</u><sup>135.587</sup> . Woensdagavond <u>was</u><sup>336.212</sup> NEC <small>het slachtoffer in de nieuwe Goffert : 0-1 . De eerste helft , gekenmerkt door</small>	yes
geniaal/adj/algemeen_dagblad_20000823_88/20	-23.8038454471839	-1.26296716905952	1	geniaal	algemeen_dagblad	Netherlands	popular	van/prep;documentaire/noun;helaas/adv;op/prep;54-jarige/adj;al/adv	<small>` DE ONBEKENDE Peter Sellers ' , zo luidt de Nederlandse titel van een documentaire</small> <u>van</u><sup>4.05</sup> een <u>documentaire</u><sup>4.752</sup> over een <span class='target'>geniale</span> en <u>helaas</u><sup>7.709</sup> <u>al</u><sup>15.449</sup> <u>op</u><sup>8.537</sup> <u>54-jarige</u><sup>3.279</sup> <small>leeftijd overleden komiek . Die titel wordt overigens niet helemaal waargemaakt . " Als je</small>	yes
briljant/adj/het_laatste_nieuws_19990518_01_80/190	-55.8201111860522	17.3985395092321	4	briljant	het_laatste_nieuws	Belgium	popular	1934/noun;mei/noun;heb/verb;jubilarissen/noun;kind/noun	<small>. Haar grote hobby is handwerk . Ze gaven elkaar hun jawoord in Harelbeke op</small> 12 <u>mei</u><sup>7.145</sup> <u>1934</u><sup>5.55</sup> . De <span class='target'>briljanten</span> <u>jubilarissen</u><sup>118.304</sup> <u>hebben</u><sup>4.339</sup> twee <u>kinderen</u><sup>9.114</sup> ( <small>Rosa en Kristiana ) , twee kleinkinderen ( Bart en Fabienne ) en twee achterkleinkinderen</small>	no
geniaal/adj/het_nieuwsblad_19990308_01_5/102	53.6703603067365	30.3210701193802	2	geniaal	het_nieuwsblad	Belgium	popular	kauwgom/noun;ben/verb;middel/noun;goed/adj	<small>van de universiteit van Erlangen . " Een absoluut kauwverbod tijdens de les is contra-productief</small> <u>is</u><sup>342.896</sup> . <u>Kauwgom</u><sup>10.742</sup> <u>is</u><sup>342.896</sup> een <span class='target'>geniaal</span> <u>middel</u><sup>1.057</sup> om de leerlingen <u>beter</u><sup>3.146</sup> <small>te laten leren . Door de bewegingen van het gezicht tijdens het kauwen wordt de</small>	yes
briljant/adj/het_nieuwsblad_20001122_01_7/571	41.1651937847201	15.3308997604585	2	briljant	het_nieuwsblad	Belgium	popular	ben/verb;contract/noun;Geens/name;zeg/verb	<small>2.260 frank een mooie prijs . Samen met de juristen van KS sloot Gheyselinck waterdichte</small> <u>contracten</u><sup>4.419</sup> . Dat <u>was</u><sup>336.212</sup> vrij <span class='target'>briljant</span> gedaan " , <u>zei</u><sup>32.504</sup> <u>Geens</u><sup>1.684</sup> <small>. Volgens de advocaten van Gheyselinck en Van Acker was er ook geen sprake van</small>	yes
briljant/adj/de_standaard_20010828_01_69/293	28.2077988454052	23.3909044559651	2	briljant	de_standaard	Belgium	quality	niet/adv;Deen/name;speel/adj;ben/verb	<small>. In de derde ging het van kwaad naar erger . Een hele reeks persoonlijke</small> fouten en een nochtans <u>niet</u><sup>5.714</sup> <span class='target'>briljant</span> <u>spelende</u><sup>48.409</sup> <u>Deen</u><sup>2.528</sup> <u>waren</u><sup>336.212</sup> voldoende om <small>Malisse op een gevaarlijke achterstand te brengen : 6-3 . De vierde bleek nauwelijks verbetering</small>	no
briljant/adj/het_laatste_nieuws_20000203_01_340/34	-57.7319508224772	27.4121839784065	4	briljant	het_laatste_nieuws	Belgium	popular	Herk-de-Stad/name;vier/verb;huwelijks_verjaar_dag/noun;zet/verb;koppel/noun	<small>Weyens ( 87 ) en Lisa Pluymers ( 84 ) uit Schulen , deelgemeente van</small> <u>Herk-de-Stad</u><sup>2.135</sup> , <u>vierden</u><sup>295.914</sup> onlangs hun <span class='target'>briljanten</span> <u>huwelijksverjaardag</u><sup>166.089</sup> . Het <u>koppel</u><sup>32.694</sup> <u>zette</u><sup>1.395</sup> <small>zes kinderen op de wereld , drie jongens en drie meisjes . Die zorgden op</small>	no
briljant/adj/het_laatste_nieuws_20010515_01_29/11	-24.439278333452	25.6080466966562	1	briljant	het_laatste_nieuws	Belgium	popular	voor/prep;limousine/noun;Hortense/name;Gust/name;feest/noun	<small>Limousine voor</small> <u>Limousine</u><sup>1.897</sup> <u>voor</u><sup>18.664</sup> <span class='target'>briljanten</span> <u>feest</u><sup>14.646</sup> van <u>Hortense</u><sup>6.849</sup> en <u>Gust</u><sup>6.404</sup> <small>HERENTALS Hortense Van Asbroeck en Gust Hendrickx uit de Augustijnenlaan in Herentals , vierden vrijdag</small>	no
geniaal/adj/het_laatste_nieuws_20010122_01_381/346	43.3012686496586	26.148078833432	2	geniaal	het_laatste_nieuws	Belgium	popular	ben/verb;sta/verb;palmares/noun;daarenboven/adv;ben/verb	<small>. Ik was dolgelukkig . Een klassieker als Hannuit winnen , waar alle kampioenen op</small> het <u>palmares</u><sup>5.768</sup> <u>staan</u><sup>5.779</sup> , <u>daandapos;s</u><sup>342.896</sup> <span class='target'>geniaal</span> . <u>Daarenboven</u><sup>1.534</sup> <u>was</u><sup>342.896</sup> het mijn <small>allereerste veldloopzege sinds drie jaar , toen ik won in Grimbergen . Maar ja ,</small>	yes
briljant/adj/volkskrant_20031115_297/258	-27.9245926977876	-11.7281382900395	3	briljant	volkskrant	Netherlands	quality	er/adv;met/prep;allemaal/adv;kan/verb;aan/prep;ontwerp/noun	<small>in het midden . Het ging om het algemene idee . Je weet immers niet</small> wie <u>er</u><sup>68.926</sup> <u>allemaal</u><sup>13.755</sup> <u>met</u><sup>88.375</sup> zo'n <span class='target'>briljant</span> <u>ontwerp</u><sup>2.708</sup> <u>aan</u><sup>69.868</sup> de haal <u>kunnen</u><sup>38.579</sup> <small>gaan . Zelfs als je als particuliere uitvinder in je recht staat , is het</small>	yes
briljant/adj/het_laatste_nieuws_20021008_01_138/32	-49.0263722218681	36.8952158062305	4	briljant	het_laatste_nieuws	Belgium	popular	heb/verb;Klemskerke/name;zaterdag/noun;vier/verb;bruiloft/noun	<small>Arthur en Rachel zijn 65 jaar samen KLEMSKERKE - Arthur Vanhoutte en Rachel Rijckewaert uit</small> uit <u>Klemskerke</u><sup>4.878</sup> <u>hebben</u><sup>4.339</sup> <u>zaterdag</u><sup>4.2</sup> hun <span class='target'>briljanten</span> <u>bruiloft</u><sup>254.691</sup> <u>gevierd</u><sup>295.914</sup> . andquot; Ze <small>leerden elkaar kennen op de kermis in Leffinge , en een dag op de kermis</small>	no
briljant/adj/het_nieuwsblad_19990510_01_199/426	-29.9613408124235	11.6450231890857	1	briljant	het_nieuwsblad	Belgium	popular	voor/prep;goud/noun;diamant/noun;platina/noun;voor/prep;nu/adv	<small>had meegebracht . " Hij is al vier keer hier geweest , toen we gingen</small> <u>voor</u><sup>18.664</sup> <u>goud</u><sup>19.55</sup> , <u>diamant</u><sup>112.952</sup> , <span class='target'>briljant</span> en <u>nu</u><sup>21.357</sup> <u>voor</u><sup>18.664</sup> <u>platina</u><sup>37.844</sup> " <small>, gekscheert Trees . VM</small>	no
briljant/adj/de_morgen_19991115_01_88/140	53.7793236864397	9.3468761674632	2	briljant	de_morgen	Belgium	quality	;ben/verb;houd/verb;muzikant/noun	<small>maand bij enkele Amerikaanse radiostations brengt . " Ze kennen hem al een tijdje ,</small> ze weten dat hij een <span class='target'>briljant</span> <u>muzikant</u><sup>44.63</sup> <u>is</u><sup>336.212</sup> en ze <u>houden</u><sup>3.153</sup> <small>van zijn stijl " , zegt een woordvoerder van Creation , de platenfirma van Oasis</small>	yes
briljant/adj/volkskrant_19991115_23/485	6.21152684837056	-11.4597715228157	2	briljant	volkskrant	Netherlands	quality	ene/adj;sta/verb;iets/noun;moment/noun	<small>is , en gezien de respons in de uitverkochte zaal nog veel moois te wachten</small> <u>staat</u><sup>9.57</sup> . Maar dat <u>ene</u><sup>45.649</sup> <span class='target'>briljante</span> <u>moment</u><sup>94.032</sup> dat de groep <u>iets</u><sup>1.102</sup> <small>onontkoombaars geeft , dat heeft haar muziek nog niet . MUZIEK Travis . Melkweg ,</small>	yes
briljant/adj/het_laatste_nieuws_20010717_01_87/224	-55.4761418977804	16.1367173782738	4	briljant	het_laatste_nieuws	Belgium	popular	duif_vereniging/noun;verschil/adj;heb/verb;jubilarissen/noun;kind/noun	<small>later is hij er nog even bezeten van . Hij was jarenlang voorzitter en secretaris</small> van <u>verschillende</u><sup>4.357</sup> <u>duivenverenigingen</u><sup>9.388</sup> . De <span class='target'>briljanten</span> <u>jubilarissen</u><sup>118.304</sup> <u>hebben</u><sup>4.339</sup> twee <u>kinderen</u><sup>9.114</sup> ( <small>Robert en Nelly ) en ook vier kleinkinderen . ( DRD .</small>	no
geniaal/adj/parool_20020222_18/588	42.3995149574006	-17.9390934075729	1	geniaal	parool	Netherlands	popular	;heel/adv;vondst/noun	<small>dit jaar hun eigen houten bootjes , allemaal naar hetzelfde ontwerp . Dit jaar is</small> dat een zeilkajak . Keysaver <span class='target'>geniale</span> <u>vondst</u><sup>499.119</sup> <u>Heel</u><sup>3.826</sup> bijzonder : een <small>zeilboot die elektrisch wordt bestuurd met een joystick , de Access Dinghy 3.03 Double van</small>	yes
briljant/adj/het_laatste_nieuws_20010424_01_93/295	-29.5477502135881	-2.68596482742491	1	briljant	het_laatste_nieuws	Belgium	popular	Hol/name;FDK/name;	<small>en 19 achterkleinkinderen . In de familie zijn er nu al 2 viergeslachten . (</small> <u>FDK</u><sup>5.983</sup> . Foto <u>Hol</u><sup>4.401</sup> ) <span class='target'>Briljant</span>  <small></small>	no
geniaal/adj/de_standaard_20000531_01_117/178	-9.69669942739834	14.8633448660569	1	geniaal	de_standaard	Belgium	quality	als/prep;beluistering/noun;gestructureerd/adj;in/prep	<small>Wat mij twee weken geleden in Amsterdam nog een verbrokkelde oefening leek , past bij</small> een tweede <u>beluistering</u><sup>5.985</sup> <u>als</u><sup>110.575</sup> een <span class='target'>geniaal</span> <u>gestructureerd</u><sup>2.975</sup> geheel <u>in</u><sup>86.105</sup> elkaar . <small>Van bij het openende arpeggio tot het in een mysterieus pianissimo vervliegende Allegretto-slotdeel demonteert Pogorelich</small>	yes
geniaal/adj/de_standaard_20020711_01_27/73	18.9827939377942	-20.8794254797089	2	geniaal	de_standaard	Belgium	quality	even/adv;eenvoudig/adj;ben/verb;heb/verb;toch/adv;heel/adv	<small>politie zou dan ter plekke moeten zijn om de overvaller nog tijdig te vatten .</small> Telepolitie <u>is</u><sup>342.896</sup> <u>even</u><sup>359.135</sup> <u>eenvoudig</u><sup>141.184</sup> als <span class='target'>geniaal</span> . <u>Toch</u><sup>13.878</sup> <u>heeft</u><sup>5.0</sup> het <u>heel</u><sup>3.826</sup> <small>wat moeite en tijd gekost voor het systeem operationeel was . Na de moord op</small>	yes
briljant/adj/nrc_handelsblad_20000530_104/114	-30.1834714876017	-18.1586763858544	3	briljant	nrc_handelsblad	Netherlands	quality	onoplosbaar/adj;bouwkundig/adj;probleem/noun;met/prep;oplossing/noun;origineel/adj	<small>is . " Koolhaas heeft vele malen zijn kunde en creativiteit getoond door bij schijnbaar</small> <u>onoplosbare</u><sup>9.368</sup> of <u>bouwkundige</u><sup>3.003</sup> <u>problemen</u><sup>10.066</sup> <u>met</u><sup>88.375</sup> <span class='target'>briljante</span> en <u>originele</u><sup>27.216</sup> <u>oplossingen</u><sup>24.479</sup> te komen <small>. " Aan de prijs zijn 100.000 dollar en een bronzen medaille verbonden .</small>	yes
briljant/adj/algemeen_dagblad_20000526_166/36	17.8741314343939	-11.4896273194899	2	briljant	algemeen_dagblad	Netherlands	popular	vlaag/noun;bij/prep;aan/prep;pop_groep/noun;Brits/adj	<small>een nacht lang dansen sleept . De iets oudere muziekliefhebber zal in de eerste plaats</small> denken <u>aan</u><sup>69.868</sup> die <u>bij</u><sup>11.356</sup> <u>vlagen</u><sup>556.916</sup> <span class='target'>briljante</span> <u>Britse</u><sup>1.853</sup> <u>popgroep</u><sup>1.297</sup> , die twee <small>decennia geleden grote hits had met Making plans for Nigel en Senses working overtime .</small>	yes
briljant/adj/volkskrant_20031106_40/58	-15.9963810909934	18.6221355100829	1	briljant	volkskrant	Netherlands	quality	Yvonne/name;ooit/adv;kies/verb;voor/prep	<small>relatie met een commissaris van de koningin . Ze spelen een fataal liefdesspel per sms</small> . <u>Yvonne</u><sup>7.781</sup> , <u>ooit</u><sup>28.076</sup> de <span class='target'>briljantste</span> van allemaal , <u>koos</u><sup>1.235</sup> <u>voor</u><sup>18.664</sup> <small>haar gezin en haar vijf kinderen . Ze is inmiddels gescheiden en krijgt onderweg iets</small>	no
briljant/adj/volkskrant_20040227_up/251	20.0513031757159	27.5300887608972	2	briljant	volkskrant	Netherlands	quality	dik/adj;mens/noun;radioman/noun	<small>er jong en slank uit wilt zien , blijf dan in de buurt van oude</small> , <u>dikke</u><sup>1.202</sup> <u>mensen</u><sup>9.111</sup> . Een <span class='target'>briljante</span> tip van de Amerikaanse <u>radioman</u><sup>8.442</sup> <small>Jim Eason . Het helpt echt , en zo hebben oude dikke mensen ook nog</small>	yes
briljant/adj/volkskrant_20020923_97/459	-8.1746590691844	-10.2789892584385	1	briljant	volkskrant	Netherlands	quality	moet/verb;satirisch/adj;grol/noun;grap/noun	<small>in vele andere bladen gepubliceerd kunnen worden , daar heb je PIM niet voor nodig</small> . Een <u>satirisch</u><sup>9.524</sup> blad <u>moet</u><sup>73.425</sup> <span class='target'>briljante</span> <u>grappen</u><sup>30.479</sup> , <u>grollen</u><sup>4.035</sup> en - <small>desnoods - grofheden bevatten die je nergens anders tegenkomt . En dat is nou net</small>	yes
geniaal/adj/de_morgen_20040130_01_61/47	-13.1770587476575	3.19370273530959	1	geniaal	de_morgen	Belgium	quality	met/prep;gek/noun	<small>. Hij noemt zichzelf een buitenaards wezen met een muzikale missie , maar je mag</small> hem ook aanspreken <u>met</u><sup>6.675</sup> ' <span class='target'>geniale</span> <u>gek</u><sup>281.418</sup> ' of ' studiotovenaar <small>' . Club Tropical Radio 1 21.03</small>	yes
briljant/adj/volkskrant_20010801_118/238	-39.6412539473674	1.79539442964758	1	briljant	volkskrant	Netherlands	quality	altijd/adv;nog/adv;puf/adj;Maradona/name;in/prep	<small>en vier Zwitsers die hun broek laten zakken . We zien Argentijnen voetballen met een</small> <u>puffende</u><sup>5.177</sup> , maar <u>nog</u><sup>30.691</sup> <u>altijd</u><sup>15.418</sup> <span class='target'>briljante</span> Diego <u>Maradona</u><sup>4.469</sup> . <u>In</u><sup>63.223</sup> Portugal <small>breekt bijna slaande ruzie uit als een vrouwelijke bewoner een concurrent toevoegt dat hij maar</small>	yes
briljant/adj/het_laatste_nieuws_20000826_01_126/179	-52.3140002228781	30.3080722216185	4	briljant	het_laatste_nieuws	Belgium	popular	donderdag/noun;augustus/noun;vier/verb;huwelijks_verjaar_dag/noun;ben/verb;vandaag/adv	<small>ook Roger , onze zoon , was visser andquot; , vertelt Arthur . Het echtpaar</small> <u>vierde</u><sup>295.914</sup> <u>donderdag</u><sup>4.065</sup> 24 <u>augustus</u><sup>5.244</sup> de <span class='target'>briljanten</span> <u>huwelijksverjaardag</u><sup>166.089</sup> en <u>vandaag</u><sup>7.19</sup> <u>is</u><sup>336.212</sup> het <small>alweer feest . De beide jubilarissen vieren vandaag immers hun verjaardag . ( BPM .</small>	no
briljant/adj/algemeen_dagblad_20000413_115/289	44.4288140627038	25.0593628459544	2	briljant	algemeen_dagblad	Netherlands	popular	ben/verb;Redman/name;Marsalis/name;Wynton/name;beeldenstormer/noun	<small>titel ( beyond = meer dan , verder dan ) belooft . Net als trompettist</small> <u>Wynton</u><sup>12.914</sup> <u>Marsalis</u><sup>10.991</sup> <u>is</u><sup>336.212</sup> <u>Redman</u><sup>5.595</sup> een <span class='target'>briljant</span> conservator , maar de <u>beeldenstormer</u><sup>7.461</sup> <small>die zijn vader was , zal hij , naar ik vrees , wel niet meer</small>	yes
briljant/adj/volkskrant_20040626_05/178	36.2519395863615	17.3115318249171	2	briljant	volkskrant	Netherlands	quality	ben/verb;afleiding_manoeuvre/noun;heb/verb	<small>de Duitsers na hun gelijkspel tegen Letland konden laten geloven dat ze er al door</small> <u>waren</u><sup>336.212</sup> . Een <u>afleidingsmanoeuvre</u><sup>12.135</sup> , <span class='target'>briljant</span> ! Eigenlijk <u>hebben</u><sup>4.339</sup> ook we <small>nauwelijks naar jouw wedstrijd gekeken . Massaal zaten we geboeid te kijken hoe de Mannschaft</small>	yes
briljant/adj/volkskrant_20020919_150/108	44.6556272776343	10.0095638545387	2	briljant	volkskrant	Netherlands	quality	ben/verb;man/noun;beurs/noun	<small>bleek een bolleboos en ging scheikunde studeren . Aan de universiteit ontmoette ze haar toekomstige</small> <u>man</u><sup>27.998</sup> . Ze <u>was</u><sup>336.212</sup> zo <span class='target'>briljant</span> dat ze een <u>beurs</u><sup>1.193</sup> kreeg <small>voor een Amerikaanse universiteit , waar ze doctor in de chemie werd . Het ging</small>	yes
geniaal/adj/het_laatste_nieuws_20021025_01_502/47	16.2472453671915	-26.2186846969323	2	geniaal	het_laatste_nieuws	Belgium	popular	;eenvoudig/adj;niet/adv	<small>andquot; Als autoandapos;s niet meer op straat geparkeerd staan , krijgen inbrekers geen kans om</small> toe te slaan andquot; . <span class='target'>Geniaal</span> <u>eenvoudig</u><sup>141.184</sup> ? <u>Niet</u><sup>12.341</sup> voor een <small>aantal Antwerpse schepenen die hun korpschef bijna gek verklaren . andquot; Een belachelijke redenering andquot;</small>	yes
briljant/adj/nrc_handelsblad_20020309_54/56	-15.7871014460959	-45.4041650303024	1	briljant	nrc_handelsblad	Netherlands	quality	boek/noun;uniek/adj;in/prep	<small>internet-editie voor u gedownload in 676 gedrukte bladzijden ' . De titel is Opperlans !</small> ` Een <u>uniek</u><sup>3.875</sup> <u>boek</u><sup>91.482</sup> , <span class='target'>briljant</span> <u>in</u><sup>63.223</sup> haar recreativiteit en ... <small>Woorden schieten te kort ( ... ) Door de volstrekte ontregeling van de lezer in</small>	yes
briljant/adj/volkskrant_20010120_188/672	12.5771272074971	-38.2832047427062	1	briljant	volkskrant	Netherlands	quality	graffiti/noun;mooi/adj;word/verb;humor/noun;belangrijk/adj;word/verb	<small>verfraaien tot throw-ups , complexer vormgegeven letters in meer kleuren , en later tot pieces</small> . <u>Graffiti</u><sup>1.224</sup> <u>werden</u><sup>81.253</sup> <u>mooier</u><sup>2.338</sup> en <span class='target'>briljanter</span> . <u>Humor</u><sup>105.637</sup> <u>werd</u><sup>81.253</sup> een <u>belangrijk</u><sup>8.608</sup> <small>element en op grote uitgewerkte panels doken de meest fantastische stripfiguren op . Het graffiti</small>	no
geniaal/adj/het_nieuwsblad_20041205_01_103/86	38.2529656992254	7.62125462638505	2	geniaal	het_nieuwsblad	Belgium	popular	omschrijf/verb;gestoord/adj;bovenmenselijk/adj;ben/verb	<small>Daarnaast vind ik De ontdekking van de hemel van Harry Mulisch geweldig . Dat boek</small> kun je <u>omschrijven</u><sup>16.285</sup> als <u>gestoord</u><sup>69.887</sup> <span class='target'>geniaal</span> . Het <u>is</u><sup>342.896</sup> <u>bovenmenselijk</u><sup>5.564</sup> . <small>Het barst van de originele vondsten , de woordspelingen , de filosofie . Alles is</small>	no
geniaal/adj/algemeen_dagblad_19991001_52/6	39.2018512185521	-28.9389190137053	1	geniaal	algemeen_dagblad	Netherlands	popular	;plan/noun;van/prep;minister/noun	<small>Weer een `</small> Weer een ` <span class='target'>geniaal</span> ' <u>plan</u><sup>64.265</sup> <u>van</u><sup>4.05</sup> <u>minister</u><sup>16.819</sup> Borst <small>. Dat wij daar niet opgekomen zijn : geen alcohol meer in sportkantines ! Natuurlijk</small>	yes
briljant/adj/het_laatste_nieuws_20020904_01_406/145	-4.38490941147163	-37.5179577572492	1	briljant	het_laatste_nieuws	Belgium	popular	noir/noun;film/noun;knap/adj;met/prep;voortreffelijk/adj;cast/noun;soundtrack/noun	<small>voor de ex-gevangene om de zaak verder uit te zoeken en wraak te nemen .</small> <u>Knappe</u><sup>9.535</sup> <u>film</u><sup>212.946</sup> <u>noir</u><sup>14.181</sup> <u>met</u><sup>88.375</sup> een <span class='target'>briljante</span> <u>cast</u><sup>8.287</sup> en een <u>voortreffelijke</u><sup>8.615</sup> <u>soundtrack</u><sup>13.491</sup> <small>. Canvas , 21.00 uur Peter Fonda . Foto AP</small>	yes
briljant/adj/de_morgen_20000714_01_42/88	-7.27632959885864	-38.0773421601152	1	briljant	de_morgen	Belgium	quality	thriller/noun;boeiend/adj;Reni/name;gemonteerd/adj;gefilmd/adj;Santoni/name	<small>in vier andere Dirty Harry-films . Opgedragen aan alle agenten die hun leven lieten tijdens</small> de dienst.HHHH <u>Boeiende</u><sup>8.504</sup> <u>thriller</u><sup>63.668</sup> , <span class='target'>briljant</span> <u>gefilmd</u><sup>19.727</sup> en <u>gemonteerd</u><sup>28.084</sup> <u>Reni</u><sup>9.001</sup> <u>Santoni</u><sup>6.656</sup> <small>en Clint Eastwood .</small>	yes
